Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Mortgage,Purpose_business loan,Purpose_debt/purchase/other,Purpose_house/wedding/education,Purpose_renewable energy
-1.2792387057780559,-1.5214386124861712,-0.11095342154390785,-0.026674289431710546,1.133644851182116,0.1893395093411965,1.6647792271904904,-0.9625036434085351,2.545731972691612,0,-0.22209763433118995,-1.0136385770160983,-0.8739766045815928,1.0505509031705034,0,0,0,1,0,0
-0.42505281246453547,1.1823797853922209,-0.11095342154390785,0.7882225363842952,-0.42852756229605427,1.2733235507072675,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,1,-0.22708775894549604,0.6155491240905989,0.0038337514724870745,0.5762782100353466,1,0,0,1,0,0
-0.8558790890745891,0.6416161058165425,-0.11095342154390785,-0.026674289431710546,2.369181214569396,1.27486282247668,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.22209763433118995,0.20972162032197428,-0.3924776072890929,0.7738918321749952,0,1,0,1,0,0
-0.7715356987697854,0.10085242624086407,-0.11095342154390785,-0.6378469087937149,0.5939852901623843,-0.9882033942594876,1.6647792271904904,-0.9625036434085351,2.545731972691612,0,-1.0621019444060473,-0.7864571062867235,-0.5866047086900956,-1.123198940365632,0,0,0,1,0,0
-0.8168135244433273,0.6416161058165425,-0.11095342154390785,0.3807741234762923,-0.669954208015408,-0.46687128685653767,1.6647792271904904,-0.9625036434085351,-0.3370990397177327,0,-1.0362556579422055,-0.7983905900490662,-0.9355802761891743,-0.1351308296673886,0,0,0,1,0,0
-0.20447353146835134,0.3712342660287033,-0.11095342154390785,0.1770499170222909,-0.5279385340628471,-0.5085278291162677,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,1,0.193618131614463,-0.4591768613120261,0.03060700929649047,0.29961913903983844,1,0,0,1,0,0
0.33830862974526416,1.1823797853922209,-0.11095342154390785,-0.4341227023397134,0.2815508074667503,-0.46186865360594653,-0.3409788778582933,-0.5936556873605893,-0.3370990397177327,0,-0.22209763433118995,-0.9937791226951848,-1.3437255827663797,0.8924600054587845,0,1,0,0,1,0
-0.4021450998711274,1.1823797853922209,-0.11095342154390785,0.3807741234762923,-0.8971792863395054,-0.5881370409405787,-0.3409788778582933,-1.0884517259614923,-0.3370990397177327,0,-0.30897698338539076,-0.8185172119168979,0.12032679805467111,-0.6884489716584049,1,0,0,1,0,0
-0.20447353146835134,-0.16952941354697512,-0.11095342154390785,1.1956709492922981,-0.3717212927150301,-0.26869004654465783,1.6647792271904904,-0.9625036434085351,2.545731972691612,0,-1.0136081693080472,-1.2356548085050563,-1.5367616109645232,0.3786645878956979,0,1,0,0,1,0
-0.20447353146835134,-1.251056772698332,-0.11095342154390785,-0.23039849588571198,0.8922182054627624,-0.19254419620152535,-0.3409788778582933,-1.1964072252925984,-0.3370990397177327,1,1.5637272180244512,-0.2733173045059871,-0.059952066540812546,0.29961913903983844,1,1,0,1,0,0
-0.20447353146835134,-1.3862476925922516,-0.11095342154390785,-0.8415711152477163,-0.9681871233157859,-0.7500491901856727,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.48363134488610365,-0.3569407466913588,-0.3135006931436785,0.3786645878956979,0,1,0,1,0,0
0.8373204446222676,-0.4399112533348143,-0.11095342154390785,0.1770499170222909,-0.10189151220516404,0.5241311191884498,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,0.7972952580323118,0.6527744689611904,-0.23494342253782532,0.5762782100353466,0,1,0,1,0,0
-0.569756681454186,1.1823797853922209,-0.11095342154390785,-0.6378469087937149,-0.6131479384343835,-0.34055479727911137,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,0.19630512179139706,0.24213794934803953,0.09388925506231667,-0.6489262472304751,0,1,0,1,0,0
1.211131306185625,1.1823797853922209,-0.11095342154390785,-0.026674289431710546,-0.08768994480990826,2.305982499011985,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,1,1.429377709177749,3.625191540123224,0.29724851433366534,0.220573690183979,1,0,0,1,0,0
1.5136206323212662,0.3712342660287033,-0.11095342154390785,-0.026674289431710546,-0.08768994480990826,2.193423250873684,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.6906575404232125,-0.26930979130221533,3.359219565095784,1.0110281787425737,0,0,0,1,0,0
-0.7033202938632093,1.1823797853922209,-0.11095342154390785,-0.4341227023397134,0.011721026956884288,-0.662887926242681,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.9240418300769124,-1.0415130577445555,-0.4522348473226052,0.18105096575604926,0,0,0,1,0,0
-0.20447353146835134,0.3712342660287033,-0.11095342154390785,-1.0452953217017178,-0.07348837741465196,0.6562198779011736,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,1,0.05248717136883197,1.287564560438644,0.04336417289915039,0.29961913903983844,1,0,0,1,0,0
3.2476179957477127,-0.7102930931226535,-0.11095342154390785,0.5844983299302937,1.4460793338777498,0.9680186156928253,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,1,1.1332969820622547,1.9955585597716627,2.8470026607074055,-3.0993351617621183,1,1,0,1,0,0
0.1663962520560116,-0.9806749329104927,-0.11095342154390785,-0.4341227023397134,1.5170871708540303,-0.4638408455605065,-0.3409788778582933,-0.890533310521131,-0.3370990397177327,1,1.4515133901591581,-0.28899113392518355,-0.4106901369060482,-1.0836762159377022,1,1,0,1,0,0
-0.4335648047580443,-0.9806749329104927,-0.11095342154390785,-1.0452953217017178,-0.826171449363225,-0.8752112259360396,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,0.03291052865116964,-0.67086261432015,-0.32533464095930387,-0.4117899006628967,1,0,0,1,0,0
0.5597697625746262,1.1823797853922209,-0.11095342154390785,-0.026674289431710546,1.162047985972628,0.14109295981866848,-0.3409788778582933,-0.8545481440774291,-0.3370990397177327,1,1.6347405298434226,-0.050588626225247554,-0.8044836344302612,-1.0046307670818426,0,1,0,1,0,0
-0.3906165769753575,0.10085242624086407,-0.11095342154390785,-0.8415711152477163,2.283971810197859,-0.43348833035740064,-0.3409788778582933,-0.8455518524665036,-0.3370990397177327,0,0.12119734875043112,-0.37519719573076366,-0.884719479194359,-0.1351308296673886,1,1,0,1,0,0
-1.308000279738228,-1.5214386124861712,-0.11095342154390785,-1.0452953217017178,1.4176761990872377,-0.6798199157062202,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.22209763433118995,-0.49658031788056295,-1.1132573508393786,0.6158009344632763,0,0,0,1,0,0
-0.20447353146835134,1.1823797853922209,-0.11095342154390785,1.1956709492922981,-0.49953539927233476,0.22012494472944968,-0.3409788778582933,-1.0974480175724177,-0.3370990397177327,0,-0.7510508434476348,-0.4479558243414651,-0.10032177504659823,0.29961913903983844,1,0,0,1,0,0
-0.20447353146835134,-1.5214386124861712,-0.11095342154390785,0.1770499170222909,0.9490244750437866,1.3489883786224584,-0.3409788778582933,-0.7016111866916954,-0.3370990397177327,0,0.9518611691626131,2.5998024950514784,1.6116560089471987,0.3786645878956979,0,0,0,1,0,0
0.0899973878918163,1.1823797853922209,-0.11095342154390785,-1.656467941063722,1.6306997100160792,1.3830447665207135,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-1.13976875571076,3.62145119446637,0.32712713435042146,-0.09560810523945887,0,0,0,1,0,0
-0.5414729737280356,-0.9806749329104927,-0.11095342154390785,1.8068435686543023,-0.35751972531977383,0.3269119237324529,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-1.3836451022458214,0.10419043928931677,-0.10753964392705055,0.7738918321749952,0,1,0,1,0,0
-0.4587423819630547,0.6416161058165425,-0.11095342154390785,-0.8415711152477163,-0.5421401014581031,-0.5924662427920518,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.22209763433118995,-0.3172218380495316,-1.0311750745012114,0.45771003675155736,0,0,0,1,0,0
-0.9192560983616971,1.1823797853922209,-0.11095342154390785,0.1770499170222909,0.16793826830470152,-0.14333560182311442,-0.3409788778582933,1.0436693858278532,-0.3370990397177327,0,-0.862113104094242,-0.006238813436839593,-0.379384728854784,0.6948463833191357,0,1,0,1,0,0
